Эмитент,Дата начала размещения,Статус,"Состояние бумаги, eng.",Ломбардный список БР,Isin,Код НРД,Гос. рег. номер,"Номер гос. рег., НРД",Наименование,CFI,Страна заемщика,Сектор заемщика,Страна эмиссии,Страна эмитента,Регион эмитента,Сектор эмитента,Эмитент: реестр МСП,Страна риска,"Дюрация, лет","Дюрация модиф., лет",Дата ближ. возм. погаш.,Дата погашения,Дата ближ. оферты,Дата окончания размещения,Дата регистрации,Дата гос. рег-ции/присвоения,Срок обращения,Дата начала 1-го купона,Дата ближ. купона,Дата ближ. объявления неизв. купона,"Доходность эффект., %","Доходность средневзв., %","НКД, в вал. ном.",Z-спред,Номинал,"Цена, %","Объем эмиссии, шт.","Заявл. объем эмиссии, в вал. ном.","Объем в обращении, в вал. ном",Дневной оборот на МБ,Средний дневной оборот за мес.,Объем торгов,Объем торгов за 2 дня,Объем торгов за 5 дней,Объем торгов за 10 дней,Объем торгов за месяц,Кол-во сделок,Кол-во сделок за 2 дня,Кол-во сделок за 5 дней,Кол-во сделок за 10 дней,Кол-во сделок за месяц,Кол-во дней со сделками за 2 дня,Кол-во дней со сделками за 5 дней,Кол-во дней со сделками за 10 дней,Кол-во дней со сделками за месяц,Тип купона,"Ставка купона, %",Кол-во купонов в год,Валюта номинала,Тип облигации,Вид облигации,Для неквал. инвесторов,"Форма выпуска, eng",Способ размещения,Тип по классиф. БР,Вид залога,Структурированность,Субординированность,Гос. гарантия,Индексируемость номинала,Амортизируемость,Конвертация,Вид обеспечения,Старшинство секьюритизации,Закрытая подписка,"Тип бумаги (МСП, Корп., Гос.)",Сектор повышенного инвест. риска,Сектор роста,Класс эмитента по выручке,Рейтинг агрег. Эксперт РА,Рейтинг эмиссии Эксперт РА,Рейтинг агрег. АКРА,Рейтинг эмиссии АКРА,target,not_isin,cnt_bonds,fininstId,inn,ogrn,Encumbrance
ПРОФ-ШИП,2009-09-04,Дефолт,,,,,4-01-28041-R,,ПРОФ-ШИП-1-об,,RU,Автомобили и запчасти,RU,RU,Республика Татарстан,Автомобили и запчасти,,RU,,,2034-09-04,2034-09-04,,2009-09-22,2009-09-03,,Долгосрочные,,,,,,,,1.0,,510,510.0,510.0,,,,,,,,,,,,,,,,,Дисконт,0.0,,RUB,Корп,Классические,"Да, после тестирования",,,,,,,НЕТ,НЕТ,0,0,Поручительство,416,1,M,НЕТ,НЕТ,,,,,,1,1,1,31296,1644055917,1091644002119,0
ПСН Проперти Менеджмент,2017-09-12,Дефолт,Placed,0.0,RU000A0ZY9T1,RU000A0ZY9T1,4B02-01-36515-R-001P,4B02-01-36515-R-001P,ПСН ПМ-БО-ПО1,DBVUFB,RU,"Фин.сервис - УК, НПФ, ПИФ",RU,RU,г.Москва,"Фин.сервис - УК, НПФ, ПИФ",,RU,0.1644,,2019-09-23,2027-08-31,2027-08-31,2017-09-15,2017-06-14,2017-06-14,Долгосрочные,,2023-03-20,,,,,,1000.0,,15000000,15000000000.0,6100171000.0,,,,,,,,,,,,,,,,,Переменный,0.0,2.0,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,,,,,,1,0,2,29292,7725637463,1087746612414,0
ПЮДМ,2021-10-20,В обращении,Placed,0.0,RU000A103WC8,RU000A103WC8,4B02-03-00361-R-001P,4B02-03-00361-R-001P,ПЮДМ-БО-П03,DBFUFB,RU,Ритейл,RU,RU,г.Москва,Ритейл,Среднее предприятие,RU,1.4247,1.2353,2024-10-04,2024-10-04,,2021-10-20,2021-10-14,2021-10-14,Среднесрочные,,2023-03-14,,15.3263,15.4329,8.19,0.0,1000.0,98.1,70000,70000000.0,70000000.0,428130.0,290997.0,428130.4,613570.4,1680353.8,2691023.7,5528960.5,50.0,107.0,287.0,467.0,1075.0,2.0,5.0,10.0,19.0,Постоянный,13.0,12.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,ДА,НЕТ,Малый,,,,,0,0,3,25708,7703408540,1167746342609,0
Патриот Групп,2022-10-18,В обращении,Placed,0.0,RU000A105AX5,RU000A105AX5,4B02-01-00084-L,4B02-01-00084-L,Патриот Групп-БО-01,DBFUFB,RU,Ритейл,RU,RU,г.Москва,Ритейл,,RU,2.1425,1.8468,2025-10-14,2025-10-14,,2023-02-24,2022-08-25,2022-08-25,Краткосрочные,,2023-04-18,,16.0101,16.0726,21.48,0.0,1000.0,101.83,200000,200000000.0,200000000.0,1136076.0,4329314.0,1136075.8,2173661.4,11111400.5,30111614.2,82256966.5,110.0,263.0,890.0,2287.0,5730.0,2.0,5.0,10.0,19.0,Постоянный,16.0,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,ДА,Малый,,,,,0,0,1,13964,7730189810,5157746021406,0
Пересвет АКБ,2017-02-14,В обращении,Placed,0.0,RU000A0JXGV0,RU000A0JXGV0,40402110B,40402110B,Пересвет-С01-об,DBFUFB,RU,Банки,RU,RU,г.Москва,Банки,,RU,8.9479,7.424,2032-02-14,2032-02-14,,2017-05-02,2017-02-13,2017-02-13,Долгосрочные,,2032-02-16,,22.0492,21.3394,0.0,0.0,329.0,15.79,380000000,125020000000.0,69193219144.0,2857.0,690.0,0.0,0.0,0.0,10070.62,13123.97,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,4.0,Прочий,0.51,1.0,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка закрытая,Облигации кредитных организаций-резидентов,,,1.0,НЕТ,НЕТ,0,1,Необеспеченные,326,1,C,НЕТ,НЕТ,Крупный,,,,,0,0,6,20702,7703074601,1027739250285,0
Петербургснаб,2021-12-22,В обращении,Placed,0.0,RU000A104B04,RU000A104B04,4B02-01-00600-R-001P,4B02-01-00600-R-001P,Петербургснаб-001P-01,DBFUFB,RU,Финанс.сервисы,RU,RU,г.Санкт-Петербург,Финанс.сервисы,,RU,1.726,1.517,2026-11-26,2026-11-26,,2022-07-19,2021-12-09,2021-12-09,Среднесрочные,,2023-03-17,,13.778,13.8825,6.43,,1000.0,100.47,120000,120000000.0,7100404.0,6221.0,17753.0,6221.05,28347.75,118056.6,198764.8,337318.52,5.0,13.0,40.0,66.0,127.0,2.0,5.0,10.0,19.0,Постоянный,13.25,12.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Малый,,,,,0,0,1,14278,7801182235,1027809175041,1
Пионер ГК,2021-12-09,В обращении,Placed,0.0,RU000A104735,RU000A104735,4B02-06-67750-H-001P,4B02-06-67750-H-001P,Пионер ГК-001Р-06-боб,DBFUFB,RU,Строительство,RU,RU,г.Москва,Строительство,,RU,2.0192,1.7188,2025-12-04,2025-12-04,,2021-12-09,2021-11-19,2021-11-19,Среднесрочные,,2023-03-09,,17.4748,17.481,28.65,0.0,1000.0,90.96,3000000,3000000000.0,3000000000.0,30396450.0,12234678.0,30396449.8,47851109.2,121943780.9,171599371.9,232458899.8,1380.0,2334.0,4733.0,7250.0,10479.0,2.0,5.0,10.0,19.0,Постоянный,11.75,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Крупный,ruA-,ruA-,A-(RU),,0,0,3,29150,7703635416,5077746855049,1
Пионер-лизинг,2022-06-07,В обращении,In placement,0.0,RU000A104V00,RU000A104V00,4-01-00331-R,4-01-00331-R,Пионер-лизинг-01,DBVUFB,RU,Фин.сервис - Лизинг,RU,RU,Чувашская Республика,Фин.сервис - Лизинг,Малое предприятие,RU,5.0932,4.4086,2032-04-15,2032-04-15,,2023-05-23,2022-04-28,2022-04-28,Долгосрочные,,2023-04-03,,15.5265,15.5265,1.2,,1000.0,99.99,400000,400000000.0,225201000.0,381965.0,270574.0,381964.9,913878.4,1963395.8,2560093.6,5140912.4,22.0,61.0,182.0,294.0,600.0,2.0,5.0,10.0,19.0,Плавающий,14.66,12.0,RUB,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,1,M,НЕТ,НЕТ,Малый,,,B+(RU),B+(RU),0,0,5,27202,2128702350,1052128050479,1
Племзавод Победа АФ,2021-02-18,В обращении,Placed,0.0,RU000A102S23,RU000A102S23,4B02-01-58611-P-001P,4B02-01-58611-P-001P,Племзавод Победа-001P-01,DBFGFB,RU,Пищевая промышленность и с/х,RU,RU,Краснодарский край,Пищевая промышленность и с/х,,RU,0.9096,0.7936,2024-02-15,2024-02-15,,2021-02-18,2021-01-27,2021-01-27,Краткосрочные,,2023-05-18,,14.6108,14.767,5.08,0.0,1000.0,96.4,1000000,1000000000.0,1000000000.0,1221822.0,2803949.0,1221822.4,2926933.8,11035601.3,19602027.2,53275038.3,192.0,373.0,1064.0,1791.0,4428.0,2.0,5.0,10.0,19.0,Постоянный,9.75,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Поручительство,416,0,M,НЕТ,НЕТ,Средний,ruB+,,,,0,0,1,32389,2334001455,1022303978080,1
Позитив Текнолоджиз,2022-12-07,В обращении,Placed,0.0,RU000A105JG1,RU000A105JG1,4B02-02-66202-H-001P,4B02-02-66202-H-001P,ПозитивТекнолоджи-001Р-02,DBFUFB,RU,Технологии,RU,RU,г.Москва,Технологии,,RU,2.3644,2.1521,2025-12-03,2025-12-03,,2022-12-07,2022-11-28,2022-11-28,Краткосрочные,,2023-03-09,,9.8656,10.0742,26.01,0.0,1000.0,102.46,2500000,2500000000.0,2500000000.0,3424834.0,2024285.0,3424834.1,4801077.1,9328243.6,18066648.9,38461419.9,209.0,324.0,683.0,1402.0,2627.0,2.0,5.0,10.0,19.0,Постоянный,10.55,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,,ruA+,,,,0,0,2,19806,7718668887,1077761087117,1
Полипласт,2017-04-25,В обращении,Placed,0.0,RU000A0JXPJ6,RU000A0JXPJ6,4B02-01-06757-A-001P,4B02-01-06757-A-001P,Полипласт-П01-БО-01-боб,DBVGFB,RU,"Химпром, минудобрения",RU,RU,г.Москва,"Химпром, минудобрения",Малое предприятие,RU,0.1151,,2021-04-20,2023-04-18,,2017-04-25,2017-04-21,2017-04-21,Среднесрочные,,2023-04-18,,9.5452,,,0.0,1000.0,,900000,900000000.0,900000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Переменный,9.5,2.0,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Поручительство,416,0,M,НЕТ,ДА,Малый,,,,,0,0,1,26241,7708186108,1037739322598,1
Правоурмийское,2019-02-27,В обращении,Placed,0.0,RU000A1004L9,RU000A1004L9,4B02-01-36417-R,4B02-01-36417-R,Правоурмийское-01-боб,DBVUFB,RU,Металлургический,RU,RU,Хабаровский край,Металлургический,,RU,0.9918,0.8604,2024-03-29,2028-03-31,2024-04-03,2019-03-01,2018-06-25,2018-06-25,Долгосрочные,,2023-03-31,,15.2644,19.7489,37.48,0.0,1000.0,99.01,3000000,3000000000.0,3000000000.0,,100.0,0.0,0.0,0.0,990.1,1900.2,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,Переменный,9.5,2.0,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Средний,,,,,0,0,1,29055,2717015290,1072717000179,0
Прайм Финанс ООО,2016-02-15,В обращении,Placed,0.0,RU000A0JW4F3,RU000A0JW4F3,4B02-02-36424-R,4B02-02-36424-R,Прайм Финанс-2-боб,DBVUFB,RU,Финанс.сервисы,RU,RU,г.Москва,Финанс.сервисы,,RU,11.5014,,2017-02-13,2031-01-27,,2016-02-16,2014-12-10,2014-12-10,Долгосрочные,,2031-01-27,,,,,,1000.0,,5000000,5000000000.0,5000000000.0,,,,,,,,,,,,,,,,,Плавающий,11.0,2.0,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,,,,,,0,0,3,29315,7706687807,1087746508178,0
Приволжская ФК,2022-05-25,В обращении,Placed,0.0,RU000A104TU4,RU000A104TU4,4CDE-02-00052-L,4CDE-02-00052-L,Приволжская ФК-КО-02,DBFUFB,RU,Финанс.сервисы,RU,RU,Нижегородская область,Финанс.сервисы,,RU,,,2027-05-24,2027-05-24,,2022-06-01,2022-05-19,2022-05-19,Среднесрочные,,2023-05-25,,,,,,1000.0,,30000,30000000.0,30000000.0,,,,,,,,,,,,,,,,,Постоянный,20.0,1.0,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Микро,,,,,0,0,2,15167,5260462895,1195275022007,0
Прогресс Менеджмент,2009-09-04,В обращении,,,,,4-01-28057-R,,Прогресс Менеджмент-1-об,,RU,Технологии,RU,RU,Республика Татарстан,Технологии,,RU,,,2034-09-04,2034-09-04,,2009-09-23,2009-09-03,,Долгосрочные,,,,,,,,1.0,,510,510.0,510.0,,,,,,,,,,,,,,,,,Дисконт,0.0,,RUB,Корп,Классические,"Да, после тестирования",,,,,,,НЕТ,НЕТ,0,0,Поручительство,416,1,M,НЕТ,НЕТ,,,,,,0,1,1,31286,1644055924,1091644002108,0
Проект НТ 2 СФО,2022-09-22,В обращении,Placed,0.0,RU000A1058C4,RU000A1058C4,4-02-00659-R,4-02-00659-R,Проект НТ 2 СФО-02-об,DBVSFB,RU,,RU,RU,г.Москва,,,RU,,,2027-09-16,2027-09-16,,2022-10-03,2022-06-06,2022-06-06,Среднесрочные,,2023-03-27,,,,,,1000.0,,2000,2000000.0,10000.0,,,,,,,,,,,,,,,,,Ипотечный,0.0,12.0,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,Прочие активы,,,НЕТ,НЕТ,1,0,Залог,Старший обеспеченный,1,M,НЕТ,НЕТ,,,,,,0,0,2,9907,7728490378,1197746646129,0
Проект-Град,2020-12-29,В обращении,Placed,0.0,RU000A102M29,RU000A102M29,4B02-01-00021-L,4B02-01-00021-L,Проект-Град-БО-01,DBFUFB,RU,Недвижимость,RU,RU,г.Москва,Недвижимость,,RU,1.1918,,2023-12-26,2023-12-26,,2020-12-29,2020-12-21,2020-12-21,Краткосрочные,,2023-06-27,,,,,0.0,1000.0,,500000,500000000.0,500000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Постоянный,6.35,2.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,,ruA-,,,,0,0,1,30461,7751188020,1207700421774,0
ПромСвязьКапитал,2016-11-25,Дефолт,Placed,0.0,RU000A0JX017,RU000A0JX017,4B02-01-44790-H-001P,4B02-01-44790-H-001P,ПромСвязьКапитал-БО-ПО1,DBVUFB,RU,Финанс.сервисы,RU,RU,г.Москва,Финанс.сервисы,,RU,0.2712,,2026-11-13,2026-11-13,2026-11-13,2016-11-25,2016-11-22,2016-11-22,Долгосрочные,,2023-05-19,,,,,,1000.0,,10000000,10000000000.0,10000000000.0,,,,,,,,,,,,,,,,,Плавающий,0.0,2.0,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,Крупный,,,,,1,0,2,30104,7709501835,1037739833559,0
Промомед ДМ,2022-08-18,В обращении,Placed,0.0,RU000A1053T9,RU000A1053T9,4B02-03-00560-R-001P,4B02-03-00560-R-001P,Промомед ДМ-001P-03,DBFGFB,RU,Фармацевтика,RU,RU,г.Москва,Фармацевтика,,RU,2.1863,,2025-08-14,2025-08-14,,2022-08-18,2022-07-29,2022-07-29,Краткосрочные,,2023-08-17,,31.7797,,,0.0,1000.0,,2500000,2500000000.0,2500000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Постоянный,11.5,2.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Поручительство,416,0,C,НЕТ,НЕТ,Крупный,ruA-,,,,0,0,3,18533,7724365841,1167746497280,1
Промсвязьбанк,2021-11-19,В обращении,Placed,0.0,RU000A1042P0,RU000A1042P0,4B02-08-03251-B-003P,4B02-08-03251-B-003P,Промсвязьбанк-003Р-08,DBFUFB,RU,Банки,RU,RU,г.Москва,Банки,,RU,0.6767,,2023-11-17,2023-11-17,,2021-11-19,2021-10-26,2021-10-26,Краткосрочные,,2023-05-19,,19.0125,,,0.0,1000.0,,5000000,5000000000.0,5000000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Постоянный,9.4,2.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации кредитных организаций-резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,,ruAA+,,AA+(RU),AA+(RU),0,0,8,7104,7744000912,1027739019142,0
РАМТЭКС,2021-09-23,В обращении,Placed,0.0,RU000A103UZ3,RU000A103UZ3,4-01-00617-R,4-01-00617-R,РАМТЭКС-01-об,DBFUFB,RU,Строительство,RU,RU,Тюменская область,Строительство,,RU,,,2024-09-19,2024-09-19,,2022-09-20,2021-09-20,2021-09-20,Краткосрочные,,2023-03-23,,,,,,1000.0,,300000,300000000.0,1000.0,,,,,,,,,,,,,,,,,Постоянный,16.25,4.0,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,НЕТ,,,,,,0,0,1,15242,7452032427,1027403767786,0
РВК-Инвест,2020-08-18,В обращении,Placed,0.0,RU000A1021G3,RU000A1021G3,4B02-01-00540-R-001P,4B02-01-00540-R-001P,РВК-Инвест-001Р-01,DBVUFB,RU,Финанс.сервисы,RU,RU,г.Москва,Финанс.сервисы,Малое предприятие,RU,1.3863,1.2377,2024-08-13,2030-08-06,2024-08-16,2020-08-18,2020-08-06,2020-08-06,Долгосрочные,,2023-08-15,,12.0105,12.0105,4.11,0.0,1000.0,94.16,3000000,3000000000.0,3000000000.0,10358.0,3466076.0,10357.5,21585.9,3064635.4,59990914.8,65855455.7,11.0,13.0,30.0,44.0,110.0,2.0,5.0,9.0,18.0,Переменный,7.15,2.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,M,НЕТ,НЕТ,Средний,ruA+,ruA+,,,0,0,1,27292,7705701907,1057749239580,1
РГ Лизинг,2022-07-28,В обращении,Placed,0.0,RU000A104ZV9,RU000A104ZV9,4B02-03-36506-R-001P,4B02-03-36506-R-001P,РГ Лизинг-001P-03,DBVUFB,RU,Фин.сервис - Лизинг,RU,RU,г.Москва,Фин.сервис - Лизинг,,RU,2.1151,,2025-07-24,2027-07-22,2025-07-29,2022-07-28,2022-07-12,2022-07-12,Среднесрочные,,2023-04-27,,16.5353,,,0.0,1000.0,,1000000,1000000000.0,1000000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Плавающий,10.5,4.0,RUB,Корп,Биржевые,Нет,Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,,,,,,0,0,3,31365,7717540595,1057748279698,0
РГС Недвижимость,2016-09-20,Дефолт,Placed,0.0,RU000A0JWT67,RU000A0JWT67,4B02-06-36440-R-001P,4B02-06-36440-R-001P,РГС Недвижимость-БО-ПО6,DBVUFB,RU,Недвижимость,RU,RU,г.Москва,Недвижимость,,RU,0.1534,,2018-03-20,2021-09-14,,2016-09-20,2016-08-11,2016-08-11,Среднесрочные,,,,,,,,1000.0,,3000000,3000000000.0,2500000000.0,,,,,,,,,,,,,,,,,Переменный,0.0,2.0,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,0,0,Необеспеченные,416,0,C,НЕТ,НЕТ,,,,,,1,0,6,29534,7714311519,1037714038416,0
РЕАТОРГ,2022-10-25,В обращении,Placed,0.0,RU000A105BP9,RU000A105BP9,4B02-01-00648-R-001P,4B02-01-00648-R-001P,Реаторг-001Р-01,DBFUFB,RU,Ритейл,RU,RU,г.Москва,Ритейл,,RU,1.5973,1.3722,2025-10-21,2025-10-21,,2023-02-27,2022-07-29,2022-07-29,Краткосрочные,,2023-04-25,,16.3997,16.4068,18.41,0.0,1000.0,100.8,200000,200000000.0,200000000.0,2094433.0,4077101.0,2094433.1,3164793.4,10929332.0,51737504.3,77464927.2,155.0,312.0,805.0,2706.0,4018.0,2.0,5.0,10.0,19.0,Постоянный,16.0,4.0,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,,,,НЕТ,НЕТ,1,0,Необеспеченные,416,0,M,НЕТ,ДА,Малый,,,,,0,0,1,14586,5036117570,1115074013735,1
